01eb2193-81d8-4546-9a40-da3f317341c7,1657584000,0.05,43,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1657670400,0.5,332,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1657756800,1.36,406,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1657843200,2.31,410,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1657929600,3.24,409,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1658016000,4.15,411,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1658102400,5.09,416,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1658188800,5.96,420,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1658275200,6.62,441,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1658361600,7.13,467,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1658448000,7.82,478,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1658534400,8.58,488,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1658620800,9.1,498,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1658707200,9.82,495,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1658793600,10.4,506,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1658880000,11.14,516,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1658966400,11.96,516,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1659052800,12.81,516,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1659139200,13.65,513,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1659225600,14.55,513,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1659312000,15.39,518,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1659398400,16.26,519,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1659484800,17.07,521,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1659571200,17.95,522,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1657584000,0.06,40,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1657670400,0.55,325,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1657756800,0.94,694,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1657843200,1.64,870,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1657929600,2.42,956,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1658016000,3.25,1001,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1658102400,4.08,1039,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1658188800,4.61,1136,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1658275200,4.05,1576,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1658361600,3.28,2383,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1658448000,4.11,2506,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1658534400,4.98,2591,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1658620800,5.83,2652,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1658707200,6.61,2734,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1658793600,7.48,2777,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1658880000,8.46,2800,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1658966400,9.32,2807,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1659052800,10.21,2829,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1659139200,11.1,2851,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1659225600,12.04,2861,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1659312000,12.65,2925,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1659398400,13.58,2955,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1659484800,14.51,2953,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1659571200,15.46,2957,,,
52a47d6c-5fc0-42fe-a7aa-38a4cb4a99cd,1657584000,0.05,12,,,
52a47d6c-5fc0-42fe-a7aa-38a4cb4a99cd,1657670400,0.5,82,,,
52a47d6c-5fc0-42fe-a7aa-38a4cb4a99cd,1657756800,0.76,238,,,
52a47d6c-5fc0-42fe-a7aa-38a4cb4a99cd,1657843200,1.49,301,,,
52a47d6c-5fc0-42fe-a7aa-38a4cb4a99cd,1657929600,2.34,320,,,
52a47d6c-5fc0-42fe-a7aa-38a4cb4a99cd,1658016000,3.24,330,,,
52a47d6c-5fc0-42fe-a7aa-38a4cb4a99cd,1658102400,4.09,341,,,
52a47d6c-5fc0-42fe-a7aa-38a4cb4a99cd,1658188800,4.85,354,,,
52a47d6c-5fc0-42fe-a7aa-38a4cb4a99cd,1658275200,4.86,432,,,
52a47d6c-5fc0-42fe-a7aa-38a4cb4a99cd,1658361600,4.17,591,,,
52a47d6c-5fc0-42fe-a7aa-38a4cb4a99cd,1658448000,3.8,810,,,
52a47d6c-5fc0-42fe-a7aa-38a4cb4a99cd,1658534400,3.85,1002,,,
52a47d6c-5fc0-42fe-a7aa-38a4cb4a99cd,1658620800,4.32,1124,,,
52a47d6c-5fc0-42fe-a7aa-38a4cb4a99cd,1658707200,4.92,1230,,,
52a47d6c-5fc0-42fe-a7aa-38a4cb4a99cd,1658793600,5.74,1283,,,
52a47d6c-5fc0-42fe-a7aa-38a4cb4a99cd,1658880000,6.58,1298,,,
52a47d6c-5fc0-42fe-a7aa-38a4cb4a99cd,1658966400,7.52,1315,,,
52a47d6c-5fc0-42fe-a7aa-38a4cb4a99cd,1659052800,8.38,1327,,,
52a47d6c-5fc0-42fe-a7aa-38a4cb4a99cd,1659139200,9.25,1347,,,
52a47d6c-5fc0-42fe-a7aa-38a4cb4a99cd,1659225600,10.07,1358,,,
52a47d6c-5fc0-42fe-a7aa-38a4cb4a99cd,1659312000,10.86,1377,,,
52a47d6c-5fc0-42fe-a7aa-38a4cb4a99cd,1659398400,11.78,1382,,,
52a47d6c-5fc0-42fe-a7aa-38a4cb4a99cd,1659484800,12.66,1390,,,
52a47d6c-5fc0-42fe-a7aa-38a4cb4a99cd,1659571200,13.57,1394,,,
a0e4d94f-13cf-4c78-8014-5e95071110ff,1657584000,0.05,33,,,
a0e4d94f-13cf-4c78-8014-5e95071110ff,1657670400,0.54,280,,,
a0e4d94f-13cf-4c78-8014-5e95071110ff,1657756800,0.91,618,,,
a0e4d94f-13cf-4c78-8014-5e95071110ff,1657843200,1.62,784,,,
a0e4d94f-13cf-4c78-8014-5e95071110ff,1657929600,2.41,857,,,
a0e4d94f-13cf-4c78-8014-5e95071110ff,1658016000,3.31,882,,,
a0e4d94f-13cf-4c78-8014-5e95071110ff,1658102400,4.19,905,,,
a0e4d94f-13cf-4c78-8014-5e95071110ff,1658188800,4.72,988,,,
a0e4d94f-13cf-4c78-8014-5e95071110ff,1658275200,4.23,1351,,,
a0e4d94f-13cf-4c78-8014-5e95071110ff,1658361600,3.15,2115,,,
a0e4d94f-13cf-4c78-8014-5e95071110ff,1658448000,3.82,2327,,,
a0e4d94f-13cf-4c78-8014-5e95071110ff,1658534400,4.51,2504,,,
a0e4d94f-13cf-4c78-8014-5e95071110ff,1658620800,5.2,2681,,,
a0e4d94f-13cf-4c78-8014-5e95071110ff,1658707200,5.81,2853,,,
a0e4d94f-13cf-4c78-8014-5e95071110ff,1658793600,6.57,2911,,,
a0e4d94f-13cf-4c78-8014-5e95071110ff,1658880000,7.48,2931,,,
a0e4d94f-13cf-4c78-8014-5e95071110ff,1658966400,8.35,2962,,,
a0e4d94f-13cf-4c78-8014-5e95071110ff,1659052800,9.22,3003,,,
a0e4d94f-13cf-4c78-8014-5e95071110ff,1659139200,10.09,3038,,,
a0e4d94f-13cf-4c78-8014-5e95071110ff,1659225600,11,3071,,,
a0e4d94f-13cf-4c78-8014-5e95071110ff,1659312000,11.54,3187,,,
a0e4d94f-13cf-4c78-8014-5e95071110ff,1659398400,12.4,3230,,,
a0e4d94f-13cf-4c78-8014-5e95071110ff,1659484800,13.2,3235,,,
a0e4d94f-13cf-4c78-8014-5e95071110ff,1659571200,14.18,3235,,,
d43ed539-1ba8-40ac-a05e-da566f0d1cc9,1657584000,0.04,56,,,
d43ed539-1ba8-40ac-a05e-da566f0d1cc9,1657670400,0.94,95,,,
d43ed539-1ba8-40ac-a05e-da566f0d1cc9,1657756800,1.89,93,,,
d43ed539-1ba8-40ac-a05e-da566f0d1cc9,1657843200,2.87,93,,,
d43ed539-1ba8-40ac-a05e-da566f0d1cc9,1657929600,3.84,93,,,
d43ed539-1ba8-40ac-a05e-da566f0d1cc9,1658016000,4.79,94,,,
d43ed539-1ba8-40ac-a05e-da566f0d1cc9,1658102400,5.67,93,,,
d43ed539-1ba8-40ac-a05e-da566f0d1cc9,1658188800,6.67,93,,,
d43ed539-1ba8-40ac-a05e-da566f0d1cc9,1658275200,7.43,92,,,
d43ed539-1ba8-40ac-a05e-da566f0d1cc9,1658361600,7.72,96,,,
d43ed539-1ba8-40ac-a05e-da566f0d1cc9,1658448000,8.76,96,,,
d43ed539-1ba8-40ac-a05e-da566f0d1cc9,1658534400,9.55,96,,,
d43ed539-1ba8-40ac-a05e-da566f0d1cc9,1658620800,10.39,96,,,
d43ed539-1ba8-40ac-a05e-da566f0d1cc9,1658707200,11.13,96,,,
d43ed539-1ba8-40ac-a05e-da566f0d1cc9,1658793600,11.88,96,,,
d43ed539-1ba8-40ac-a05e-da566f0d1cc9,1658880000,12.83,97,,,
d43ed539-1ba8-40ac-a05e-da566f0d1cc9,1658966400,13.56,96,,,
d43ed539-1ba8-40ac-a05e-da566f0d1cc9,1659052800,14.36,96,,,
d43ed539-1ba8-40ac-a05e-da566f0d1cc9,1659139200,15.32,95,,,
d43ed539-1ba8-40ac-a05e-da566f0d1cc9,1659225600,16.32,95,,,
d43ed539-1ba8-40ac-a05e-da566f0d1cc9,1659312000,16.84,94,,,
d43ed539-1ba8-40ac-a05e-da566f0d1cc9,1659398400,17.84,94,,,
d43ed539-1ba8-40ac-a05e-da566f0d1cc9,1659484800,18.56,95,,,
d43ed539-1ba8-40ac-a05e-da566f0d1cc9,1659571200,19.56,95,,,
91994321-dcaf-44e6-88df-2f6dad3df801,1657584000,0.05,46,,,
91994321-dcaf-44e6-88df-2f6dad3df801,1657670400,0.61,222,,,
91994321-dcaf-44e6-88df-2f6dad3df801,1657756800,1.02,447,,,
91994321-dcaf-44e6-88df-2f6dad3df801,1657843200,1.72,559,,,
91994321-dcaf-44e6-88df-2f6dad3df801,1657929600,2.57,592,,,
91994321-dcaf-44e6-88df-2f6dad3df801,1658016000,3.49,607,,,
91994321-dcaf-44e6-88df-2f6dad3df801,1658102400,4.38,620,,,
91994321-dcaf-44e6-88df-2f6dad3df801,1658188800,5.12,645,,,
91994321-dcaf-44e6-88df-2f6dad3df801,1658275200,5.25,760,,,
91994321-dcaf-44e6-88df-2f6dad3df801,1658361600,4.81,976,,,
91994321-dcaf-44e6-88df-2f6dad3df801,1658448000,4.14,1345,,,
91994321-dcaf-44e6-88df-2f6dad3df801,1658534400,4.73,1471,,,
91994321-dcaf-44e6-88df-2f6dad3df801,1658620800,5.21,1606,,,
91994321-dcaf-44e6-88df-2f6dad3df801,1658707200,5.81,1693,,,
91994321-dcaf-44e6-88df-2f6dad3df801,1658793600,6.55,1760,,,
91994321-dcaf-44e6-88df-2f6dad3df801,1658880000,7.39,1791,,,
91994321-dcaf-44e6-88df-2f6dad3df801,1658966400,8.24,1817,,,
91994321-dcaf-44e6-88df-2f6dad3df801,1659052800,9.07,1849,,,
91994321-dcaf-44e6-88df-2f6dad3df801,1659139200,9.95,1867,,,
91994321-dcaf-44e6-88df-2f6dad3df801,1659225600,10.8,1880,,,
91994321-dcaf-44e6-88df-2f6dad3df801,1659312000,11.61,1905,,,
91994321-dcaf-44e6-88df-2f6dad3df801,1659398400,12.51,1921,,,
91994321-dcaf-44e6-88df-2f6dad3df801,1659484800,13.49,1925,,,
91994321-dcaf-44e6-88df-2f6dad3df801,1659571200,14.67,1925,,,
bb2199e0-c614-460c-ba95-54593eb8caff,1657584000,0.06,32,,,
bb2199e0-c614-460c-ba95-54593eb8caff,1657670400,0.51,520,,,
bb2199e0-c614-460c-ba95-54593eb8caff,1657756800,1.22,784,,,
bb2199e0-c614-460c-ba95-54593eb8caff,1657843200,2.13,824,,,
bb2199e0-c614-460c-ba95-54593eb8caff,1657929600,3.05,830,,,
bb2199e0-c614-460c-ba95-54593eb8caff,1658016000,4,838,,,
bb2199e0-c614-460c-ba95-54593eb8caff,1658102400,4.9,842,,,
bb2199e0-c614-460c-ba95-54593eb8caff,1658188800,5.78,850,,,
bb2199e0-c614-460c-ba95-54593eb8caff,1658275200,6.44,869,,,
bb2199e0-c614-460c-ba95-54593eb8caff,1658361600,7.36,890,,,
bb2199e0-c614-460c-ba95-54593eb8caff,1658448000,8.23,897,,,
bb2199e0-c614-460c-ba95-54593eb8caff,1658534400,9.14,899,,,
bb2199e0-c614-460c-ba95-54593eb8caff,1658620800,9.8,903,,,
bb2199e0-c614-460c-ba95-54593eb8caff,1658707200,10.53,912,,,
bb2199e0-c614-460c-ba95-54593eb8caff,1658793600,11.35,915,,,
bb2199e0-c614-460c-ba95-54593eb8caff,1658880000,12.25,910,,,
bb2199e0-c614-460c-ba95-54593eb8caff,1658966400,13.21,910,,,
bb2199e0-c614-460c-ba95-54593eb8caff,1659052800,14.13,910,,,
bb2199e0-c614-460c-ba95-54593eb8caff,1659139200,15.04,911,,,
bb2199e0-c614-460c-ba95-54593eb8caff,1659225600,16.01,910,,,
bb2199e0-c614-460c-ba95-54593eb8caff,1659312000,16.86,911,,,
bb2199e0-c614-460c-ba95-54593eb8caff,1659398400,17.8,910,,,
bb2199e0-c614-460c-ba95-54593eb8caff,1659484800,18.72,910,,,
bb2199e0-c614-460c-ba95-54593eb8caff,1659571200,19.68,910,,,
15a15703-a3ed-4768-8d7a-5931025294ed,1658275200,0.26,109,,,
15a15703-a3ed-4768-8d7a-5931025294ed,1658361600,1.1,115,,,
15a15703-a3ed-4768-8d7a-5931025294ed,1658448000,2.01,117,,,
15a15703-a3ed-4768-8d7a-5931025294ed,1658534400,2.94,121,,,
15a15703-a3ed-4768-8d7a-5931025294ed,1658620800,3.54,125,,,
15a15703-a3ed-4768-8d7a-5931025294ed,1658707200,4.49,127,,,
15a15703-a3ed-4768-8d7a-5931025294ed,1658793600,5.42,127,,,
15a15703-a3ed-4768-8d7a-5931025294ed,1658880000,6.34,125,,,
15a15703-a3ed-4768-8d7a-5931025294ed,1658966400,7.16,127,,,
15a15703-a3ed-4768-8d7a-5931025294ed,1659052800,8.16,127,,,
15a15703-a3ed-4768-8d7a-5931025294ed,1659139200,9.05,128,,,
15a15703-a3ed-4768-8d7a-5931025294ed,1659225600,10.02,128,,,
15a15703-a3ed-4768-8d7a-5931025294ed,1659312000,10.91,130,,,
15a15703-a3ed-4768-8d7a-5931025294ed,1659398400,11.85,130,,,
15a15703-a3ed-4768-8d7a-5931025294ed,1659484800,12.36,130,,,
15a15703-a3ed-4768-8d7a-5931025294ed,1659571200,13.36,130,,,
